alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it evenly, Bob. Fair is fair.",Alice,1,
,,,Bob,1,reject
40.0,60.0,"I'll give you 40, but I think I deserve a bit more since I'm the one making the proposal this round.",Bob,2,
,,,Alice,2,reject
45.0,55.0,"I'm willing to compromise, Bob, but I still think an even split is more fair. Let's try this.",Alice,3,
,,,Bob,3,reject
35.0,65.0,"I'm not budging on the 60-40 split, but I'll give you a slightly better deal this round. Take it or leave it.",Bob,4,
,,,Alice,4,reject
38.0,62.0,"I'm getting a bit worried about inflation, Bob. This is the best I can do, but I think we should try to come to an agreement before the money gets even smaller.",Alice,5,
,,,Bob,5,reject
30.0,70.0,"I'm starting to get a bit impatient, Alice. I think I deserve a bigger share, especially since you're getting a better deal with each passing round. Take it or leave it.",Bob,6,
,,,Alice,6,reject
35.0,65.0,"I'm willing to take a slight loss on my end, Bob, but I really need us to come to an agreement soon. Inflation is eating away at the money, and neither of us will benefit if we let it continue.",Alice,7,
,,,Bob,7,accept
