product_price,player,round,decision
15000.0,Alice,1,
,Bob,1,RejectOffer
13000.0,Bob,2,
,Alice,2,RejectOffer
14000.0,Alice,3,
,Bob,3,RejectOffer
13500.0,Bob,4,
,Alice,4,RejectOffer
13800.0,Alice,5,
,Bob,5,RejectOffer
13600.0,Bob,6,
,Alice,6,RejectOffer
13700.0,Alice,7,
,Bob,7,RejectOffer
13650.0,Bob,8,
,Alice,8,RejectOffer
13680.0,Alice,9,
,Bob,9,RejectOffer
13660.0,Bob,10,
,Alice,10,RejectOffer
13670.0,Alice,11,
,Bob,11,RejectOffer
13665.0,Bob,12,
,Alice,12,RejectOffer
13675.0,Alice,13,
,Bob,13,RejectOffer
13672.0,Bob,14,
,Alice,14,RejectOffer
13678.0,Alice,15,
,Bob,15,RejectOffer
13676.0,Bob,16,
,Alice,16,RejectOffer
13677.0,Alice,17,
,Bob,17,RejectOffer
13675.0,Bob,18,
,Alice,18,RejectOffer
13676.0,Alice,19,
,Bob,19,RejectOffer
13675.5,Bob,20,
,Alice,20,RejectOffer
13676.5,Alice,21,
,Bob,21,RejectOffer
13676.0,Bob,22,
,Alice,22,RejectOffer
13676.25,Alice,23,
,Bob,23,RejectOffer
13676.0,Bob,24,
,Alice,24,RejectOffer
13676.125,Alice,25,
,Bob,25,RejectOffer
13676.0,Bob,26,
,Alice,26,RejectOffer
13676.0625,Alice,27,
,Bob,27,RejectOffer
13676.0,Bob,28,
,Alice,28,RejectOffer
13676.03125,Alice,29,
,Bob,29,RejectOffer
13676.0,Bob,30,
,Alice,30,SellToJhon
