message,product_price,player,round,decision
"Bob, I believe this product would be highly beneficial to you. I'm willing to offer it to you for $2,000,000.",2000000.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but I think $2,000,000 is a bit high. I'm willing to offer $1,800,000 for it. Can you consider my offer?",1800000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest. While your offer is reasonable, the value this product brings is truly unique. How about we meet in the middle at $1,900,000?",1900000.0,Alice,3,
,,Bob,3,RejectOffer
"I understand the value of the product, but I'm still a bit hesitant about the price. I'm willing to offer $1,700,000 for it. Can you consider my offer?",1700000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I see that we are getting closer. I'm willing to come down a bit further to $1,825,000. I believe this price reflects the true value of the product.",1825000.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to come down, but I'm still not comfortable with the price. I'm willing to offer $1,725,000 for it. Can you consider my offer?",1725000.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, I understand your position, but I need to be firm. My final offer is $1,775,000. This is a very fair price for a product of this caliber.",1775000.0,Alice,7,
,,Bob,7,BuyFromJhon
