alice_gain,bob_gain,player,round,decision
700000.0,300000.0,Alice,1,
,,Bob,1,reject
600000.0,400000.0,Bob,2,
,,Alice,2,reject
630000.0,370000.0,Alice,3,
,,Bob,3,reject
580000.0,420000.0,Bob,4,
,,Alice,4,reject
627700.0,372300.0,Alice,5,
,,Bob,5,reject
568000.0,432000.0,Bob,6,
,,Alice,6,reject
627710.0,372290.0,Alice,7,
,,Bob,7,reject
559000.0,441000.0,Bob,8,
,,Alice,8,reject
627710.0,372290.0,Alice,9,
,,Bob,9,reject
551000.0,449000.0,Bob,10,
,,Alice,10,reject
627710.0,372290.0,Alice,11,
,,Bob,11,reject
544000.0,456000.0,Bob,12,
,,Alice,12,accept
