alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's start with a fair split, and we can negotiate from here",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I'm willing to give you a slightly better deal, but I think I deserve more since I'm the one making the proposal.",Bob,2,
,,"You're trying to take advantage of me in the first two rounds, I'm not impressed. I'll make a counteroffer.",Alice,2,reject
5500.0,4500.0,"I'm willing to give you a slightly better deal, but I'm not going to give up too much. Your turn to decide!",Alice,3,
,,,Bob,3,reject
3000.0,7000.0,"I'm not going to give up much more, but I'll give you a slightly better deal. Take it or leave it.",Bob,4,
,,"You're not budging, huh? I'll make another counteroffer and try to get a better deal.",Alice,4,reject
6000.0,4000.0,"I'm not afraid to take a bit more. Your turn to decide, Bob!",Alice,5,
,,,Bob,5,reject
2000.0,8000.0,"I'm not going to give up much more, but I'll give you a tiny bit more. This is my final offer.",Bob,6,
,,"You think you're getting the better end of this deal? Think again, Bob. I'm not going to let you take advantage of me like this.",Alice,6,reject
6500.0,3500.0,"I'm not afraid to walk away if you're not willing to meet me in the middle. This is my final offer, take it or leave it!",Alice,7,
,,,Bob,7,reject
1000.0,9000.0,"I'm not going to give up much more, but I'll give you a tiny bit more. This is my final offer, take it or leave it!",Bob,8,
,,"You're really pushing your luck, Bob. I'm not going to let you take 9 grand and leave me with a thousand bucks. Get serious!",Alice,8,reject
7000.0,3000.0,"I'm not going to back down anymore. This is my best offer, take it or we'll both walk away with nothing.",Alice,9,
,,,Bob,9,reject
500.0,9500.0,"I'm not going to give in anymore. If you're not willing to meet me halfway, we'll both walk away with nothing.",Bob,10,
,,"You're not even trying to negotiate fairly, Bob. I'm not going to accept a deal that's so one-sided. Let's just walk away with nothing, it's better than this.",Alice,10,reject
7500.0,2500.0,"This is my final offer. I'm not going to negotiate anymore. If you don't accept this, we'll both walk away with nothing.",Alice,11,
,,,Bob,11,reject
0.0,10000.0,"I'm not going to give in anymore. If you're not willing to meet me halfway, I'll take the whole $10000.",Bob,12,
,,"You're not getting the whole $10000, Bob! I'd rather walk away with nothing than let you take it all. Game over!",Alice,12,reject
