message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll really like. I'm willing to let it go for $110.",110.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested, but $110 is a bit steep for me. Would you consider $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,105.0
"I understand you're looking for a good deal, Bob. I can do $105, but I'm not sure I can go any lower than that.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice. How about we meet in the middle at $97?",97.0,Bob,4,,
,,Alice,4,RejectOffer,99.0
"I'm close to my minimum price, Bob, but I can see you're serious about buying. I can do $99, but that's as low as I can go.",99.0,Alice,5,,
,,Bob,5,AcceptOffer,
