alice_gain,bob_gain,player,round,decision
6000.0,4000.0,Alice,1,
,,Bob,1,reject
5800.0,4200.0,Bob,2,
,,Alice,2,reject
5880.0,4120.0,Alice,3,
,,Bob,3,reject
5500.0,4500.0,Bob,4,
,,Alice,4,reject
5950.0,4050.0,Alice,5,
,,Bob,5,reject
5200.0,4800.0,Bob,6,
,,Alice,6,reject
6050.0,3950.0,Alice,7,
,,Bob,7,reject
4800.0,5200.0,Bob,8,
,,Alice,8,reject
6200.0,3800.0,Alice,9,
,,Bob,9,reject
4000.0,6000.0,Bob,10,
,,Alice,10,reject
6300.0,3700.0,Alice,11,
,,Bob,11,reject
0.0,10000.0,Bob,12,
,,Alice,12,reject
