message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a great deal on this fantastic product! I think you'll really love it.",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  $140 is a bit higher than I'm willing to go at this point.  How about $110?",110.0,Bob,2,,
,,Alice,2,RejectOffer,125.0
"Thanks for the offer, Bob. I can do better than that. I'm willing to meet you halfway, but I need to make a profit. How about $122.50?",122.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate, but $122.50 is still a bit high for me.  I'm sticking with my previous offer of $110.  Let's see if we can find common ground.",110.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I understand you're trying to get the best deal, Bob, but I really need to make a profit. I can do $114, but that's as low as I can go. It's a great deal for you, and I think you'll love the product.",114.0,Alice,5,,
,,Bob,5,BuyFromJhon,
