message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you our premium product, which I believe would greatly benefit your business. Considering its value to us, I propose a price of $12,000 for this opportunity.",12000.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thanks for the offer. While I agree your product is good, the price is a bit high for me right now. I'd be willing to pay $6,000 for it.",6000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your response, Bob. I understand your position, but I must maintain the value of our product. I am unable to accept your offer at $6,000. I would like to counter with an offer of $9,000.",9000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you working with me on this. $9,000 is still a little steep for my budget. How about we meet in the middle at $7,500?",7500.0,Bob,4,
,,Alice,4,RejectOffer
"I see where you're coming from, Bob. Let's try to find a common ground. I'm willing to consider $8,500 for the product.",8500.0,Alice,5,
,,Bob,5,BuyFromJhon
