message,product_price,player,round,decision
"Hi Bob, I'm offering you my product for $12,000. This is a great deal for you, as it's significantly less than what it's worth to me. Let me know what you think.",12000.0,Alice,1,
,,Bob,1,RejectOffer
"I appreciate your offer, but I was thinking more along the lines of $9,000. I'm willing to pay a premium for this product, but I need to stay within my budget. Can you meet me halfway?",9000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand your budget constraints.  While $9,000 is a good offer, I'm still committed to getting a fair price for this valuable product.  How about we split the difference and settle on $10,500?  This would be a great deal for both of us, allowing me to reach a reasonable price while still offering you a significant discount.",10500.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to compromise, but I'm still a bit above my budget. I'd like to try to find a middle ground. How about we meet at $9,500? I'm willing to stretch a bit to get this product, but I need to stay within my limits.",9500.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand your need to stay within budget, and I'm willing to work with you.  While $9,500 is a bit lower than I'd hoped, I'm willing to meet you halfway at $10,000.  This would allow me to make a reasonable profit, while still giving you a great price on this valuable product.  Let's finalize this deal!",10000.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. I'd like to try to find a compromise. How about we meet at $9,250? I'm willing to stretch a bit to get this product, but I really need to stay within my limits.",9250.0,Bob,6,
,,Alice,6,SellToJhon
