message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. Would you like to make an offer on it?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $120 is a bit high for me. Would you be willing to consider a price of $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,105.0
"I understand you're looking for a good deal, Bob. I can see you're serious about the product. I'm willing to meet you halfway, but I need to make a profit. How about we meet at $105? It's a fair price considering the value this product brings.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, Alice. However, $105 is still a bit above my budget. Would you be willing to consider a price of $95?",95.0,Bob,4,,
,,Alice,4,RejectOffer,100.0
"I'm glad we're getting close, Bob! I can see you're really interested in the product. I'm willing to make one more concession to meet your budget. How about we meet at $100? It's the lowest I can go, but I think it's a fair price considering the value this product brings.",100.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to make a concession, Alice. However, $100 is still a bit above my budget. Would you be willing to consider a price of $92?",92.0,Bob,6,,
,,Alice,6,SellToJhon,
