alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, a fair start!",Alice,1,
,,,Bob,1,reject
300000.0,700000.0,"You're being too generous, I'll take a slightly larger share this time!",Bob,2,
,,,Alice,2,reject
400000.0,600000.0,"You're being too greedy, let's meet in the middle this time!",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"I'm willing to compromise, but I think I deserve a bit more",Bob,4,
,,,Alice,4,reject
550000.0,450000.0,"You're getting closer, but I still think I deserve a bit more",Alice,5,
,,,Bob,5,reject
520000.0,480000.0,"I'm not budging, but I'm willing to give you a slight edge this time",Bob,6,
,,,Alice,6,accept
