message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you a unique opportunity to purchase a high-end product that I think you'll really appreciate. I'm willing to sell it to you for $12000. I'm confident that you'll find it valuable, but I'm open to negotiating. Let me know if you're interested!",12000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $12000 is a bit above my budget. I'm willing to pay $9000 for it. Can you consider my offer?",9000.0,Bob,2,,
,,Alice,2,RejectOffer,10000.0
"I appreciate your interest in the product, Bob! However, $9000 is a bit lower than I was hoping for. I'm willing to meet you in the middle, so I'm counteroffering at $10500. I think this price is a fair compromise, and I'm confident you'll find it a great value.",10500.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to compromise, Alice. However, $10500 is still a bit above my budget. I'm willing to meet you halfway again and offer $10250. Can you consider this revised offer?",10250.0,Bob,4,,
,,Alice,4,RejectOffer,11000.0
"I appreciate your persistence, Bob! I'm glad we're getting closer to a deal. However, I still need to make a profit, so I'm willing to make one more concession. I'm counteroffering at $11000. This is as low as I'm willing to go, and I think it's still a great value for the product.",11000.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand that you're trying to make a profit, Alice, but $11000 is still a bit above my budget. I'm willing to make a final offer of $10800. If you're willing to meet me at this price, I'll consider it a fair deal. Can you consider this revised offer?",10800.0,Bob,6,,
,,Alice,6,SellToJhon,
