message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll really like. I'm willing to sell it to you for $100.",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $90. Can you meet me at that price?",90.0,Bob,2,,
,,Alice,2,RejectOffer,95.0
"I can do $95, but I was thinking more along the lines of $110. Can you meet me at that price?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still a bit hesitant, but I'm willing to meet you in the middle. Can you do $105?",105.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I can do $105, but I was thinking more along the lines of $115. Can you meet me at that price?",115.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close, but I'm still not comfortable with that price. Can you do $108?",108.0,Bob,6,,
,,Alice,6,RejectOffer,110.0
"I can do $108, but I was thinking more along the lines of $110. Can you meet me at that price?",110.0,Alice,7,,
,,Bob,7,RejectOffer,
"I'm really close, but I think I can do $109. Can you meet me at that price?",109.0,Bob,8,,
,,Alice,8,RejectOffer,110.0
"I can do $109, but I was thinking more along the lines of $110. Can you meet me at that price?",110.0,Alice,9,,
,,Bob,9,BuyFromJhon,
