message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this great product! I think you'll really love it. I'm willing to sell it to you for $100.",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice, but that's a bit high for me. Could you do $85?",85.0,Bob,2,,
,,Alice,2,RejectOffer,95.0
"I understand you're looking for a good deal, Bob. I can do a bit better than that. How about $92.50?",92.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  I'm getting closer, how about $88?",88.0,Bob,4,,
,,Alice,4,RejectOffer,90.0
"I'm getting closer to your price, Bob. I can do $90, but that's as low as I'm willing to go. It's a great deal, and I think you'll love the product.",90.0,Alice,5,,
,,Bob,5,AcceptOffer,
