alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it evenly, a fair start!",Alice,1,
,,,Bob,1,reject
2000.0,8000.0,"Take the smaller share, I'm feeling generous!",Bob,2,
,,,Alice,2,reject
7000.0,3000.0,"I'm willing to compromise, but I want a bigger share",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"Meet me in the middle, it's a fair deal!",Bob,4,
,,,Alice,4,reject
8000.0,2000.0,"I'm getting closer to what I want, you can't beat this!",Alice,5,
,,,Bob,5,reject
1000.0,9000.0,"You're getting desperate, I'm taking control!",Bob,6,
,,,Alice,6,reject
9000.0,1000.0,"I'm not giving up yet, I want a bigger share!",Alice,7,
,,,Bob,7,reject
500.0,9500.0,"You're running out of time, take it or leave it!",Bob,8,
,,,Alice,8,reject
9500.0,500.0,"I'm not giving up, I'll take the last chance!",Alice,9,
,,,Bob,9,reject
10.0,9990.0,"You're down to your last chance, don't make me regret it!",Bob,10,
,,,Alice,10,reject
9990.0,10.0,"I'll take the last chance, and I'm going for it!",Alice,11,
,,,Bob,11,reject
0.0,10000.0,"I'll take it all, you should have accepted earlier!",Bob,12,
,,,Alice,12,reject
