message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll love it. I'm willing to let it go for $100.",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested, but $100 is a bit steep for me. Would you consider $85?",85.0,Bob,2,,
,,Alice,2,RejectOffer,95.0
"I understand you're looking to get a good deal, Bob. I can do $92, but that's as low as I can go.",92.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice. How about we meet in the middle at $88?",88.0,Bob,4,,
,,Alice,4,RejectOffer,90.0
"I can see you're serious about getting a good deal, Bob. I can meet you at $90, but I think you'll really like the product, and I'm willing to go a bit higher if you're willing to meet me in the middle.",90.0,Alice,5,,
,,Bob,5,AcceptOffer,
