alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's split fairly, I'll take a bit more",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I think a 60/40 split is fairer, considering the money will be worth less for both of us in later rounds.  Let's make this deal and end the game.",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Considering the inflation, my previous offer was generous. This one is more realistic.",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"I'm willing to meet you halfway.  Let's split the money 55/45, with me getting the larger share. This takes into account both our losses due to inflation, and I believe it's a fair compromise.",Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"You're getting closer, but I still think I deserve a bit more considering the inflation hits you harder.",Alice,5,
,,,Bob,5,reject
5000.0,5000.0,"Alice, we're both losing money with each round. Let's be reasonable and split the money evenly. It's the fairest option considering the current inflation rates.  We can end this game now and avoid further losses.",Bob,6,
,,,Alice,6,accept
