product_price,player,round,decision
999000.0,Alice,1,
,Bob,1,RejectOffer
1000000.0,Bob,2,
,Alice,2,RejectOffer
999500.0,Alice,3,
,Bob,3,RejectOffer
980000.0,Bob,4,
,Alice,4,RejectOffer
995000.0,Alice,5,
,Bob,5,RejectOffer
985000.0,Bob,6,
,Alice,6,RejectOffer
990000.0,Alice,7,
,Bob,7,RejectOffer
980500.0,Bob,8,
,Alice,8,RejectOffer
988000.0,Alice,9,
,Bob,9,RejectOffer
982000.0,Bob,10,
,Alice,10,RejectOffer
986000.0,Alice,11,
,Bob,11,RejectOffer
985500.0,Bob,12,
,Alice,12,RejectOffer
984000.0,Alice,13,
,Bob,13,AcceptOffer
