alice_gain,bob_gain,player,round,decision
5000.0,5000.0,Alice,1,
,,Bob,1,reject
4000.0,6000.0,Bob,2,
,,Alice,2,reject
4500.0,5500.0,Alice,3,
,,Bob,3,reject
3000.0,7000.0,Bob,4,
,,Alice,4,reject
4050.0,5950.0,Alice,5,
,,Bob,5,reject
2000.0,8000.0,Bob,6,
,,Alice,6,reject
3645.0,6355.0,Alice,7,
,,Bob,7,reject
1000.0,9000.0,Bob,8,
,,Alice,8,reject
3280.5,6719.5,Alice,9,
,,Bob,9,reject
500.0,9500.0,Bob,10,
,,Alice,10,reject
2952.45,7047.55,Alice,11,
,,Bob,11,reject
10.0,9990.0,Bob,12,
,,Alice,12,accept
