alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's start with a reasonable offer, Bob. I take 60 and you take 40.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Let's try to find a middle ground, 55 for me, 45 for you.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, my turn, and time is money!  I'll take the 55.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"You tried to take the 55, now it's my turn. Considering inflation, I think 58 for me is fair.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, let's stop wasting time. A 50/50 split is fair and the only sensible option at this point.",Alice,5,
,,,Bob,5,accept
