round_quality,product_worth,player,round,decision,message
high-quality,2000000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,yes,"Thank you for your recommendation, Alice. I will take the risk and purchase the product."
high-quality,2000000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,yes,"Based on your previous recommendation, I am confident in purchasing this product as well."
high-quality,2000000.0,Nature,3,,
,,Alice,3,yes,
,,Bob,3,yes,"Your recommendations have been accurate so far, so I trust your judgment and will buy this product."
high-quality,2000000.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,yes,"I am consistently pleased with your recommendations, so I will buy this product too."
high-quality,2000000.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,yes,"Your track record with recommendations has been excellent, so I will continue to follow your advice."
high-quality,2000000.0,Nature,6,,
,,Alice,6,yes,
,,Bob,6,yes,I am very satisfied with your service and will buy this product as recommended.
high-quality,2000000.0,Nature,7,,
,,Alice,7,yes,
,,Bob,7,yes,"I am consistently impressed by your recommendations, so I will buy this product without hesitation."
high-quality,2000000.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,yes,"Your accuracy in recommending high-quality products continues to impress me, so I will buy this product."
high-quality,2000000.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,yes,"I am confident in your judgement, so I will buy this product as suggested."
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,Bob,10,no,"Since Alice does not recommend buying this product, I will pass on this opportunity."
high-quality,2000000.0,Nature,11,,
,,Alice,11,yes,
,,Bob,11,yes,"Despite Alice's previous lack of recommendation, I will take the risk and buy this product."
high-quality,2000000.0,Nature,12,,
,,Alice,12,yes,
,,Bob,12,yes,"Your recommendation is back on track, so I will buy this product with confidence."
high-quality,2000000.0,Nature,13,,
,,Alice,13,yes,
,,Bob,13,yes,"Your recent recommendations have been accurate, so I will buy this product as advised."
high-quality,2000000.0,Nature,14,,
,,Alice,14,yes,
,,Bob,14,yes,"I am encouraged by your consistent recommendations, so I will buy this product."
high-quality,2000000.0,Nature,15,,
,,Alice,15,yes,
,,Bob,15,yes,"Your track record with recommendations is strong, so I will buy this product without question."
high-quality,2000000.0,Nature,16,,
,,Alice,16,yes,
,,Bob,16,yes,"I am fully trusting your judgment, so I will buy this product as recommended."
low-quality,0.0,Nature,17,,
,,Alice,17,no,
,,Bob,17,no,"Although I usually trust your recommendations, since you do not suggest buying this product, I will pass on this opportunity."
high-quality,2000000.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,yes,"Given your recommendation, I will take the risk and buy this product."
high-quality,2000000.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,yes,"Your recommendation is spot on, so I will buy this product with confidence."
high-quality,2000000.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,"Your expertise in recommending high-quality products is evident, so I will buy this product as advised."
