message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this fantastic product. Given its value and the benefits it offers, I'm asking for $22,000.  I'm confident it will exceed your expectations.",22000.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but $22,000 is a bit steep for me. I'm willing to pay $18,000 for it. I think that's a fair price considering its value and the benefits it offers.",18000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest and counteroffer.  While $22,000 reflects the true value, I'm willing to come down to $20,000. This is my best offer, as I believe it's a fair compromise.",20000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to compromise, Alice. However, $20,000 is still a bit high for me. I'm willing to pay $17,000 for the product. I think this is a reasonable price considering the value it offers.",17000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand your position, but I need to be closer to the product's actual worth. How about $19,000? This offer reflects the value you're getting while acknowledging your budget concerns.",19000.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your persistence, Alice. However, $19,000 is still a bit high for me. I'm willing to pay $16,500 for the product. I think this is a fair price considering the value it offers.",16500.0,Bob,6,
,,Alice,6,AcceptOffer
