message,product_price,player,round,decision
"Bob, I'm offering you my product for $1,750,000. It's a fantastic opportunity for you, as it's worth $1,500,000 to you, and I'm sure we can come to a mutually beneficial agreement.",1750000.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, that's a bit steep for me. I'm willing to offer $1,200,000 for the product.",1200000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand you're trying to negotiate, but $1,200,000 is simply too low for me. Let's find a middle ground. I'm willing to lower the price to $1,600,000.  This still leaves room for both of us to make a good deal.",1600000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you moving closer to my budget. How about we split the difference from our last offers and settle on $1,400,000?",1400000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I appreciate your willingness to negotiate. Let's meet halfway again. I'm willing to sell for $1,550,000. This is a fair price for both of us, allowing you a good value and me a strong return.",1550000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, we're getting close.  I'm willing to go up slightly. How about $1,475,000?",1475000.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, I appreciate your persistence. Let's try one more time to bridge the gap. I'm willing to go down to $1,525,000. This is my final offer, as I'm confident this is a fair price considering the value of the product to you.",1525000.0,Alice,7,
,,Bob,7,BuyFromJhon
