message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this great product! I think you'll really love it. I'm willing to sell it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm really interested in the product, but $180 is a bit out of my budget. I was thinking more along the lines of $120.",120.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand that $120 is a bit low for me, but I'm willing to meet you halfway. I can sell the product to you for $160.",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but $160 is still a bit steep for me. I was thinking more along the lines of $140.",140.0,Bob,4,,
,,Alice,4,RejectOffer,155.0
"I'm getting close to my minimum price, but I'm still not willing to go as low as $140. I can do $155, and that's as low as I can go.",155.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand that you're getting close to your minimum price, but I'm still a bit short. I'm willing to meet you at $145. That's the lowest I'm willing to go.",145.0,Bob,6,,
,,Alice,6,SellToJhon,
