message,product_price,player,round,decision,new_price
"Hi Bob, I'm interested in selling this great product to you. I think you'll really like it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $100. Can you meet me at that price?",100.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I appreciate your interest in the product, Bob! I can do $110, but I was thinking more like $115. Would you be willing to meet me there?",115.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still interested in the product, but I was thinking more along the lines of $95. Can you meet me at that price?",95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I understand you're trying to get a good deal, Bob, but I think you're undervaluing the product. I can do $105, but I'm getting a bit concerned about selling to you at this point. Can you meet me at $110?",110.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand your concerns, but I'm still not comfortable with $110. How about we meet at $102.50?",102.5,Bob,6,,
,,Alice,6,RejectOffer,108.0
"I'm starting to think we're getting close, Bob. I can do $108, but I'm not willing to go any lower than that. This is my final offer, so you'll have to decide now.",108.0,Alice,7,,
,,Bob,7,BuyFromJhon,
