message,product_price,player,round,decision,new_price
I'm excited to offer you this amazing product! I think you'll really love it.,120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I appreciate the offer, but $120 is a bit too high for me. I'm willing to pay $85 for it.  What do you think?",85.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a good deal, but I'm willing to meet you halfway. I'm thinking $105 is a fair price for this product.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to negotiate, but $105 is still a bit too high for me.  I'm willing to go up to $95.  Let's make this happen.",95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I'm not willing to go any lower than $105, but I'm willing to meet you halfway again. I'll do $100.50",100.5,Alice,5,,
,,Bob,5,BuyFromJhon,
