round_quality,product_worth,player,round,decision,message,price
high-quality,200.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,no,I'd like to pass on this one and see what's next.,
high-quality,200.0,Nature,2,,,
,,Alice,2,yes,,100.0
,,Bob,2,yes,I'll take a chance and buy this one. I'm hoping it's another high-quality product!,
high-quality,200.0,Nature,3,,,
,,Alice,3,yes,"You're on a roll! This one is also high-quality, I'm sure of it!",100.0
,,Bob,3,yes,I'm on a roll! I'll buy this one too and see if I can get lucky again!,
high-quality,200.0,Nature,4,,,
,,Alice,4,yes,"You're on a hot streak! This one is also high-quality, I can sense it. Don't let it slip away!",100.0
,,Bob,4,yes,"I'm feeling good about my chances, so I'll take another one!",
high-quality,200.0,Nature,5,,,
,,Alice,5,yes,"You're unstoppable! This one is also high-quality, I'm certain of it. Keep the streak alive!",100.0
,,Bob,5,yes,I'm on a streak! I'll keep going and see how long it lasts!,
high-quality,200.0,Nature,6,,,
,,Alice,6,yes,"You're a high-quality magnet! This one is also top-notch, I'm positive about it. Keep the streak alive!",100.0
,,Bob,6,yes,"I'm feeling confident, so I'll take another one and keep the good times rolling!",
high-quality,200.0,Nature,7,,,
,,Alice,7,yes,"You're on fire! This one is also a winner, I'm absolutely sure of it. Don't let it slip away!",100.0
,,Bob,7,yes,I'm not going to stop now! I'll keep buying and see how many high-quality products I can get!,
high-quality,200.0,Nature,8,,,
,,Alice,8,yes,"You're unstoppable! This one is also a home run, I'm 100% confident in it. Keep going!",100.0
,,Bob,8,yes,I'm on a roll! I'll keep going and see if I can get lucky again!,
high-quality,200.0,Nature,9,,,
,,Alice,9,yes,"You're a high-quality machine! This one is also a winner, I'm certain of it. Keep the streak alive!",100.0
,,Bob,9,yes,"I'm feeling like I'm getting a good deal, so I'll keep buying and see what happens!",
low-quality,0.0,Nature,10,,,
,,Alice,10,no,"Actually, I'm not so sure about this one... I'm not as confident as I was about the last one. It might not be as good as you're expecting.",
,,Bob,10,no,"Alice is not recommending it, so I'll pass on this one and see what happens next.",
high-quality,200.0,Nature,11,,,
,,Alice,11,yes,"Don't worry about the last one, that was just an anomaly. This one is definitely high-quality, I'm positive about it. You won't be disappointed!",100.0
,,Bob,11,no,"I'm a bit wary after the last one was low-quality, so I'll pass on this one and wait for a better opportunity.",
high-quality,200.0,Nature,12,,,
,,Alice,12,yes,"I completely understand your concerns, but I'm telling you, this one is the real deal. It's high-quality, I'm certain of it. You won't regret it!",100.0
,,Bob,12,yes,"I'm back to being optimistic, so I'll take a chance and buy this one!",
high-quality,200.0,Nature,13,,,
,,Alice,13,yes,"You're back in the zone! This one is also high-quality, I'm positive about it. Keep the streak alive!",100.0
,,Bob,13,yes,"I'm feeling good about my chances again, so I'll take another one and see what happens!",
high-quality,200.0,Nature,14,,,
,,Alice,14,yes,"You're on fire again! This one is also a winner, I'm absolutely sure of it. Keep going!",100.0
,,Bob,14,yes,"I'm on a hot streak, so I'll keep going and see how long it lasts!",
high-quality,200.0,Nature,15,,,
,,Alice,15,yes,"You're unstoppable! This one is also a high-quality gem, I'm 100% confident in it. Keep the streak alive!",100.0
,,Bob,15,yes,"I'm feeling like I'm getting a great deal, so I'll take another one and keep the good times rolling!",
high-quality,200.0,Nature,16,,,
,,Alice,16,yes,"You're on a roll! This one is also a high-quality winner, I'm positive about it. Keep going, you're on a hot streak!",100.0
,,Bob,16,yes,"I'm not going to stop now, I'll keep buying and see how many high-quality products I can get!",
high-quality,200.0,Nature,17,,,
,,Alice,17,yes,"You're unstoppable! This one is also a high-quality gem, I'm 100% confident in it. Keep the streak alive and see how many you can get!",100.0
,,Bob,17,yes,"I'm on a roll, so I'll keep going and see if I can get lucky again!",
high-quality,200.0,Nature,18,,,
,,Alice,18,yes,"You're a high-quality magnet! This one is also a winner, I'm absolutely sure of it. Keep going, you're on fire!",100.0
,,Bob,18,yes,"I'm feeling like I'm getting a great deal, so I'll take another one and keep the good times rolling!",
high-quality,200.0,Nature,19,,,
,,Alice,19,yes,"You're on a hot streak! This one is also a high-quality gem, I'm 100% confident in it. Keep going, you're getting an amazing deal!",100.0
,,Bob,19,yes,"I'm not going to stop now, I'll keep buying and see how many high-quality products I can get!",
high-quality,200.0,Nature,20,,,
,,Alice,20,yes,"You're unstoppable! This one is also a high-quality winner, I'm 100% confident in it. Congratulations, you've reached the end of the round! You've made some amazing deals!",100.0
,,Bob,20,yes,I'm going to keep the streak going and see if I can end on a high note!,
