message,product_price,player,round,decision,counteroffer
"I'm excited to offer you a unique opportunity to acquire this exceptional product. It's a one-of-a-kind item that I'm sure you'll love. I'm willing to sell it to you for $1,000,000.",1000000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Alice, thanks for the offer. That price seems a little high for me. I'd be willing to buy it for $600,000.",600000.0,Bob,2,,
,,Alice,2,RejectOffer,900000.0
"I understand you're looking for a better deal, Bob. However, I have to consider my own valuation of the product. I'm willing to meet you halfway, but I need to get a bit more for it. I'm now offering it to you for $850,000. Let me know if this is more to your liking.",850000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down a bit, but that's still more than I'm looking to spend. How about we split the difference between our last offers and settle at $725,000?",725000.0,Bob,4,,
,,Alice,4,RejectOffer,775000.0
"I see you're trying to negotiate, Bob. I appreciate the effort, but I'm not quite ready to meet you at $725,000. I'm willing to compromise a bit further, but I need to get closer to my minimum price. I'm now offering it to you for $775,000. Let's see if we can find a mutually beneficial deal.",775000.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, this is getting close. I'm willing to bump my offer up a little to $750,000.  That's a fair deal at this point.",750000.0,Bob,6,,
,,Alice,6,RejectOffer,785000.0
"I appreciate your persistence, Bob. I'm glad we're getting closer to a deal. I'm willing to meet you at $750,000, but I'd like to get a bit more. I'm now offering it to you for $785,000. Let's see if we can finalize the deal at this price.",785000.0,Alice,7,,
,,Bob,7,BuyFromJhon,
