alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,"I'm feeling generous, Bob.  Let's get this started!",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,I'll start with a more balanced approach,Bob,2,
,,,Alice,2,reject
600000.0,400000.0,"Let's try to find a compromise, Bob. I'm willing to give a bit more to reach an agreement.",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"I'm still looking for a better split, but I'm willing to compromise",Bob,4,
,,,Alice,4,reject
450000.0,550000.0,"Let's meet in the middle this time, Bob.  I think this is fair for both of us.",Alice,5,
,,,Bob,5,accept
