message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you an exclusive deal on this incredible product. I think you'll really love it. I'm willing to sell it to you for $12000. What do you think?",12000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thank you for your offer. I appreciate the exclusivity of the product, but I believe I can find a better deal elsewhere. I would like to counteroffer at $9500 for the product.",9500.0,Bob,2,,
,,Alice,2,RejectOffer,11000.0
"Thanks for your counteroffer, Bob. I understand you're looking for a good deal, but I have to make a profit. I'm willing to meet you halfway, but I need to make $11000 to be comfortable. How about we meet at $11000?",11000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thank you for adjusting your offer, Alice. I appreciate the effort. I would like to counteroffer at $10500 for the product.",10500.0,Bob,4,,
,,Alice,4,RejectOffer,10800.0
"I appreciate your persistence, Bob! I'm willing to compromise a bit more, but I need to make a decent profit. I'm thinking of $10800. What do you think?",10800.0,Alice,5,,
,,Bob,5,RejectOffer,
"Thank you for your flexibility, Alice. I would like to counteroffer at $10700 for the product.",10700.0,Bob,6,,
,,Alice,6,RejectOffer,10900.0
"I'm getting close to my minimum, Bob. I'm willing to meet you at $10900, but that's as low as I can go. What do you think?",10900.0,Alice,7,,
,,Bob,7,RejectOffer,
"Thank you for considering my previous offers, Alice. I would like to counteroffer at $10850 for the product.",10850.0,Bob,8,,
,,Alice,8,RejectOffer,11000.0
"I'm not willing to go below $11000, Bob. I've already given you a great deal. I'm willing to meet you at $11000, but that's my final offer. If you're not interested, I'll have to consider other options.",11000.0,Alice,9,,
,,Bob,9,BuyFromJhon,
