alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Let's be reasonable,Alice,1,
,,,Bob,1,reject
475000.0,525000.0,"I'm feeling generous, but let's be fair. This considers the time-value of money.",Bob,2,
,,,Alice,2,reject
580000.0,420000.0,Meet me in the middle,Alice,3,
,,,Bob,3,reject
490000.0,510000.0,"Time is running out, this is a strong offer considering the circumstances.",Bob,4,
,,,Alice,4,reject
570000.0,430000.0,"Getting closer, don't let inflation win",Alice,5,
,,,Bob,5,reject
500000.0,500000.0,Let's stop wasting time and split this evenly. A 50/50 split is the fairest option.,Bob,6,
,,,Alice,6,accept
