message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer. I'm interested in the product, but $120 is a bit out of my budget. How about $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a good deal, Bob. However, I've got to make a profit on this one. I'm willing to meet you halfway, but I need $110 to make it worth my while.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me halfway, but $110 is still a bit too high for me.  I'm willing to go up to $105.  Let me know what you think.",105.0,Bob,4,,
,,Alice,4,RejectOffer,108.0
"I'm getting close to my minimum price, Bob. I'm willing to give you a bit more wiggle room, but I need $108 to make it worth my while. This is my final offer, so let me know if you're interested.",108.0,Alice,5,,
,,Bob,5,BuyFromJhon,
