product_price,player,round,decision
180.0,Alice,1,
,Bob,1,RejectOffer
160.0,Bob,2,
,Alice,2,RejectOffer
170.0,Alice,3,
,Bob,3,RejectOffer
165.0,Bob,4,
,Alice,4,RejectOffer
167.0,Alice,5,
,Bob,5,RejectOffer
162.0,Bob,6,
,Alice,6,RejectOffer
165.0,Alice,7,
,Bob,7,RejectOffer
163.0,Bob,8,
,Alice,8,RejectOffer
164.0,Alice,9,
,Bob,9,RejectOffer
163.5,Bob,10,
,Alice,10,RejectOffer
163.2,Alice,11,
,Bob,11,RejectOffer
163.4,Bob,12,
,Alice,12,RejectOffer
163.3,Alice,13,
,Bob,13,RejectOffer
163.25,Bob,14,
,Alice,14,RejectOffer
163.26,Alice,15,
,Bob,15,RejectOffer
163.2,Bob,16,
,Alice,16,RejectOffer
163.21,Alice,17,
,Bob,17,RejectOffer
163.15,Bob,18,
,Alice,18,RejectOffer
163.17,Alice,19,
,Bob,19,RejectOffer
163.16,Bob,20,
,Alice,20,RejectOffer
163.165,Alice,21,
,Bob,21,BuyFromJhon
