message,product_price,player,round,decision
"Hello Bob, I'm excited to show you this amazing product! It's a one-of-a-kind item that I think you'll love. I'm willing to offer it to you for $9500. What do you think?",9500.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice! I appreciate the opportunity to consider this unique item. However, $9500 is a bit higher than I was hoping for.  I'd be willing to pay $7500.  What do you think?",7500.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your offer, Bob! I understand your concerns about the price, but I'm still confident that this product is worth more than $7500. I'm willing to meet you halfway and offer it to you for $8250. What do you think?",8250.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate your willingness to negotiate.  $8250 is still a bit too high for me.  I'm happy to meet you closer to the middle ground at $8000. Let's see if we can close this deal.",8000.0,Bob,4,
,,Alice,4,RejectOffer
"I understand your persistence, Bob! I'm willing to consider your offer, but I still think the product is worth a bit more. I'll meet you at $8100. What do you think?",8100.0,Alice,5,
,,Bob,5,AcceptOffer
