product_price,player,round,decision
500000.0,Alice,1,
,Bob,1,RejectOffer
250000.0,Bob,2,
,Alice,2,RejectOffer
375000.0,Alice,3,
,Bob,3,RejectOffer
275000.0,Bob,4,
,Alice,4,RejectOffer
337500.0,Alice,5,
,Bob,5,RejectOffer
300000.0,Bob,6,
,Alice,6,RejectOffer
328125.0,Alice,7,
,Bob,7,RejectOffer
325000.0,Bob,8,
,Alice,8,RejectOffer
326562.5,Alice,9,
,Bob,9,RejectOffer
320000.0,Bob,10,
,Alice,10,RejectOffer
321281.25,Alice,11,
,Bob,11,RejectOffer
315000.0,Bob,12,
,Alice,12,RejectOffer
318437.5,Alice,13,
,Bob,13,AcceptOffer
