message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a great deal on this amazing product. I think you'll really love it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $90. Would you be willing to meet me halfway?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I appreciate your interest in the product, Bob! I can do a bit better than that. I'm willing to meet you halfway, but I need to make a profit, so I can offer it to you for $105.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. Would you be willing to go down to $95?",95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I can see you're really interested in the product, Bob. I'm willing to compromise, but I need to make a profit. I can do $98, and that's as low as I can go.",98.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm really close to walking away, but I still think this product would be a great fit. Would you be willing to meet me at $97?",97.0,Bob,6,,
,,Alice,6,RejectOffer,99.0
"I think we're getting close, Bob! I can see you're really interested in the product. I'm willing to meet you at $97, but I need to make a bit more than that. I can offer it to you for $99.",99.0,Alice,7,,
,,Bob,7,BuyFromJhon,
