message,product_price,player,round,decision,new_price
"Hi Bob, I have a great product that I think you'll really like. I'm willing to let you have it for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"That's a bit too high for me, Alice. I'm interested in the product, but I can't go higher than $90. What do you say?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I can see you're a savvy negotiator, Bob! I can do a bit better than that. I'm willing to meet you in the middle at $110.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down, Alice, but $110 is still a little too high for me. How about we split the difference at $105? It's a fair price for both of us.",105.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I understand you want to split the difference, Bob, but I was thinking more along the lines of $115. I'm willing to give you a bit of a discount, but I need to make sure I'm getting a fair price for the product.",115.0,Alice,5,,
,,Bob,5,BuyFromJhon,
