message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product for a great price. I think you'll love it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $120 is a bit out of my budget. Would you be willing to sell it to me for $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking to save some money, but I'm not willing to go as low as $90. How about we meet in the middle at $105?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
I'm still a bit hesitant about the price. Would you be willing to sell it to me for $95?,95.0,Bob,4,,
,,Alice,4,RejectOffer,108.0
"I'm getting close to my minimum price, but I'm willing to make one more concession. How about we meet at $105 again, but I'll throw in some extras to sweeten the deal?",105.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm not sure about the extras, and I'm still not willing to pay $105. Would you be willing to sell it to me for $92?",92.0,Bob,6,,
,,Alice,6,RejectOffer,110.0
"I'm starting to feel like we're getting nowhere. I'm willing to make one last concession, but I need to get closer to my minimum price. How about we meet at $100?",100.0,Alice,7,,
,,Bob,7,RejectOffer,
"I'm willing to pay a bit more, but I'm still not comfortable with $100. Would you be willing to sell it to me for $95?",95.0,Bob,8,,
,,Alice,8,RejectOffer,110.0
"I've made concessions, but I still need to get closer to my minimum price. I'm willing to meet you at $99, but that's as low as I can go.",99.0,Alice,9,,
,,Bob,9,RejectOffer,
"I'm really interested in the product, but I've already seen it for $80 from John. I'm willing to meet you at $96, but that's my final offer.",96.0,Bob,10,,
,,Alice,10,SellToJhon,
