message,product_price,player,round,decision
"Bob, I'm offering you my product for $1,400,000. I believe this is a fair price considering its value.  What do you think?",1400000.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, thanks for the offer. I'm interested, but that price is a little high for me. How about we meet in the middle at $1,250,000?",1250000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your counteroffer, but I'm still hoping to get a bit closer to my asking price.  How about $1,350,000?  This leaves room for both of us to get a good deal. Let's see if we can find some common ground.",1350000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you working with me on this. $1,350,000 is closer, but I'm aiming for something closer to $1,200,000. Would you consider $1,300,000? I think that's a fair compromise.",1300000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand your perspective, but I'm still aiming for a price that reflects the true value of this product.  Let's split the difference - how about $1,325,000?  This would be a fair deal for both of us, and we could finally close this sale.",1325000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, we're getting close! I appreciate you meeting me in the middle.  How about we settle at $1,275,000 and call it a deal?",1275000.0,Bob,6,
,,Alice,6,AcceptOffer
