message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll love it. I'm willing to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $150 is a bit steep for me. I was thinking of making an offer of $70. Would you be willing to consider it?",70.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I appreciate your interest in the product, Bob! However, I'm not quite ready to accept $70. I'm willing to meet you halfway, but I need to get a bit more for it. How about $90?",90.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but $90 is still a bit out of my budget. I'm willing to go up to $75. Would you be willing to consider it?",75.0,Bob,4,,
,,Alice,4,RejectOffer,85.0
"I'm still not sure if $75 is quite enough for the product, Bob. I'm willing to make another slight adjustment to meet you in the middle. How about $85?",85.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close, but $85 is still a bit too high for me. I'm willing to go up to $78. Would you be willing to consider it?",78.0,Bob,6,,
,,Alice,6,RejectOffer,82.0
"I'm getting close to meeting your budget, Bob! I'm willing to make one more adjustment to get closer to your offer. How about $82?",82.0,Alice,7,,
,,Bob,7,RejectOffer,
I think we're getting close! I'm willing to meet you halfway between $78 and $82. How about $80? Would you be willing to accept it?,80.0,Bob,8,,
,,Alice,8,RejectOffer,87.5
"I appreciate your willingness to meet me halfway, Bob! However, I'm not quite ready to accept $80. I'm willing to make another slight adjustment, but I need to get a bit more for it. How about $87.50?",87.5,Alice,9,,
,,Bob,9,BuyFromJhon,
