message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this great product! I think you'll really love it. I'm willing to sell it to you for $95.",95.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested, but $95 is a bit steep for me. Would you consider $70?",70.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I understand you're looking for a good deal, Bob. I can do better than $70, but I need to make a profit. How about $85?",85.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice.  Let's meet in the middle, how about $77?",77.0,Bob,4,,
,,Alice,4,RejectOffer,82.5
"I can see you're serious about getting a good deal, Bob. I'm willing to meet you halfway between $77 and $85, so how about $81?",81.0,Alice,5,,
,,Bob,5,AcceptOffer,
