message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this great product. I think you'll really like it.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for offering this product.  While I'm interested, that price is a bit high for my budget. Could you do $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a good deal, but I need to make a profit. I can meet you in the middle at $105.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me on the price, Alice. How about we settle at $90?",90.0,Bob,4,,
,,Alice,4,RejectOffer,100.0
"I'm getting close to my minimum price, but I still need to make a bit more. How about we meet at $98?",98.0,Alice,5,,
,,Bob,5,AcceptOffer,
