message,product_price,player,round,decision,counteroffer
I'm excited to offer you a great deal on this amazing product!,180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice!  I'm really interested, but $180 is a bit too high for me. How about $85? ",85.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking for a good deal, Bob. I can do $160, but I'm not sure I can go any lower than that.",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate. While $160 is closer, it's still above my budget. Let's meet in the middle at $120.  This feels fair to both of us.  What do you say?",120.0,Bob,4,,
,,Alice,4,RejectOffer,140.0
"I'm willing to compromise, Bob, but I need to make sure I get a good price for the product. I can do $140, but that's as low as I can go.",140.0,Alice,5,,
,,Bob,5,BuyFromJhon,
