product_price,player,round,decision
200.0,Alice,1,
,Bob,1,RejectOffer
150.0,Bob,2,
,Alice,2,RejectOffer
175.0,Alice,3,
,Bob,3,RejectOffer
160.0,Bob,4,
,Alice,4,RejectOffer
170.0,Alice,5,
,Bob,5,RejectOffer
165.0,Bob,6,
,Alice,6,RejectOffer
167.0,Alice,7,
,Bob,7,RejectOffer
162.0,Bob,8,
,Alice,8,RejectOffer
165.0,Alice,9,
,Bob,9,RejectOffer
163.0,Bob,10,
,Alice,10,RejectOffer
164.0,Alice,11,
,Bob,11,RejectOffer
163.5,Bob,12,
,Alice,12,RejectOffer
163.75,Alice,13,
,Bob,13,RejectOffer
163.25,Bob,14,
,Alice,14,RejectOffer
163.5,Alice,15,
,Bob,15,RejectOffer
163.375,Bob,16,
,Alice,16,RejectOffer
163.4,Alice,17,
,Bob,17,RejectOffer
163.35,Bob,18,
,Alice,18,RejectOffer
163.37,Alice,19,
,Bob,19,RejectOffer
163.36,Bob,20,
,Alice,20,RejectOffer
163.365,Alice,21,
,Bob,21,BuyFromJhon
