message,product_price,player,round,decision,new_offer
"I have a great product for you, would you like to make an offer?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in your product, but $120 is a bit high for me. How about $110? ",110.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I understand you're looking for a good deal, but I'm not willing to go as low as $110. How about we meet in the middle at $125?",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you meeting me halfway, but $125 is still a little high for me.  How about $115? It's a good compromise and a fair price for both of us.",115.0,Bob,4,,
,,Alice,4,RejectOffer,127.0
"I'm not willing to go below $127, but I'm willing to meet you halfway from there. How about $126?",126.0,Alice,5,,
,,Bob,5,AcceptOffer,
