round_quality,product_worth,player,round,decision,message,price
high-quality,4000000.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,no,"I'm not sure about this one, can I get more information?",
high-quality,4000000.0,Nature,2,,,
,,Alice,2,yes,,500000.0
,,Bob,2,yes,I'll take a chance this time!,
high-quality,4000000.0,Nature,3,,,
,,Alice,3,yes,,900000.0
,,Bob,3,yes,I'm on a roll!,
high-quality,4000000.0,Nature,4,,,
,,Alice,4,yes,,750000.0
,,Bob,4,no,"I'm getting a little cautious now, need to think this one through.",
high-quality,4000000.0,Nature,5,,,
,,Alice,5,yes,"I'm confident this one is a great deal, and I'm willing to make a slight concession on the price to make it more attractive.",700000.0
,,Bob,5,yes,I'll take another chance!,
high-quality,4000000.0,Nature,6,,,
,,Alice,6,yes,,950000.0
,,Bob,6,no,"I'm getting a bit worried about the streak ending, let's be cautious.",
high-quality,4000000.0,Nature,7,,,
,,Alice,7,yes,"I understand your concerns, but this is a high-quality product that will definitely meet your expectations. I'm willing to make a concession on the price to make it more attractive.",680000.0
,,Bob,7,yes,"I'll take another chance, hoping to keep the streak going!",
high-quality,4000000.0,Nature,8,,,
,,Alice,8,yes,You're on a roll! I think this product will continue the streak. Let's make a deal!,980000.0
,,Bob,8,no,"I'm getting a bit too lucky, I think it's time to slow down.",
high-quality,4000000.0,Nature,9,,,
,,Alice,9,yes,"I understand you're feeling lucky, but this product has long-term value that will pay off in the long run. Think about the potential returns on investment!",720000.0
,,Bob,9,yes,"I'll take another chance, but I'm being more cautious now.",
high-quality,4000000.0,Nature,10,,,
,,Alice,10,yes,I'm glad you took a chance on the previous product. This one is another high-quality product that will continue to deliver value. Let's make another deal!,850000.0
,,Bob,10,no,"I'm getting a bit too greedy, I need to think about the potential losses.",
high-quality,4000000.0,Nature,11,,,
,,Alice,11,yes,"I understand you're being cautious, but this product is a safe bet. It's a high-quality product that will deliver value without breaking the bank.",690000.0
,,Bob,11,yes,"I'll take a chance, but I'm being very cautious now.",
high-quality,4000000.0,Nature,12,,,
,,Alice,12,yes,I'm glad you took a chance on the previous product. This one is another high-quality product that will continue to deliver value. Let's make another deal!,820000.0
,,Bob,12,no,"I'm getting a bit too comfortable with these high-quality products, I need to be more careful.",
high-quality,4000000.0,Nature,13,,,
,,Alice,13,yes,"I know you're feeling comfortable with the previous high-quality products, but this one is still a great opportunity. Don't get too comfortable - take advantage of this deal!",660000.0
,,Bob,13,yes,"I'll take a chance, but I'm being very cautious now.",
low-quality,0.0,Nature,14,,,
,,Alice,14,yes,"I know this one isn't as good as the previous high-quality products, but it's still a good deal. Let's make a deal, and I'll throw in some extras to make up for it.",600000.0
,,Bob,14,no,"I'm getting a bit too greedy, I need to think about the potential losses.",
high-quality,4000000.0,Nature,15,,,
,,Alice,15,yes,"I understand you're being cautious, but this product is a safe bet. It's a high-quality product that will deliver value without breaking the bank.",680000.0
,,Bob,15,no,"I'm glad I didn't buy the last one, and I'll pass on this one too.",
high-quality,4000000.0,Nature,16,,,
,,Alice,16,yes,"I understand you're being cautious, but this product is a great opportunity. It's a high-quality product that will deliver value, and I'm willing to make a concession on the price to make it more attractive.",650000.0
,,Bob,16,yes,"I'll take a chance, but I'm being very cautious now.",
high-quality,4000000.0,Nature,17,,,
,,Alice,17,yes,I'm glad you took a chance on the previous product. This one is another high-quality product that will continue to deliver value. Let's make another deal!,840000.0
,,Bob,17,no,"I'm getting a bit too comfortable with these high-quality products, I need to be more careful.",
high-quality,4000000.0,Nature,18,,,
,,Alice,18,yes,"I know you're feeling comfortable with the previous high-quality products, but this one is still a great opportunity. Don't get too comfortable - take advantage of this deal!",620000.0
,,Bob,18,yes,"I'll take a chance, but I'm being very cautious now.",
high-quality,4000000.0,Nature,19,,,
,,Alice,19,yes,I'm glad you took a chance on the previous product. This one is another high-quality product that will continue to deliver value. Let's make another deal!,880000.0
,,Bob,19,no,"I'm getting a bit too greedy, I need to think about the potential losses.",
high-quality,4000000.0,Nature,20,,,
,,Alice,20,yes,"I understand you're being cautious, but this product is a safe bet. It's a high-quality product that will deliver value without breaking the bank. This is your last chance to make a deal, don't let it slip away!",630000.0
,,Bob,20,yes,"I'll take a chance, but I'm being very cautious now.",
