message,product_price,player,round,decision
"Hi Bob, I'm offering you my product for $11,500. It's a great deal for you, considering its value to you is $10,000. Let me know what you think!",11500.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer, but that's a bit too high for me. Would you consider $9,000?",9000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I appreciate your offer, but $9,000 is a bit too low for me. How about we split the difference and go with $10,250? This still gives you a good deal, considering the product's value to you.",10250.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I'm glad we're getting closer.  While I appreciate your move, I'm aiming for something closer to $9,500.  Would that work for you?",9500.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand you're looking for a good deal, and I'm willing to work with you.  However, $9,500 is still a bit below my minimum.  Let's meet in the middle at $10,000. This is a fair price, considering the value of the product to you.",10000.0,Alice,5,
,,Bob,5,AcceptOffer
