alice_gain,bob_gain,player,round,decision
999000.0,1000.0,Alice,1,
,,Bob,1,reject
216000.0,784000.0,Bob,2,
,,Alice,2,reject
900000.0,100000.0,Alice,3,
,,Bob,3,reject
385600.0,614400.0,Bob,4,
,,Alice,4,reject
800000.0,200000.0,Alice,5,
,,Bob,5,reject
533440.0,466560.0,Bob,6,
,,Alice,6,reject
700000.0,300000.0,Alice,7,
,,Bob,7,reject
645706.0,354294.0,Bob,8,
,,Alice,8,reject
600000.0,400000.0,Alice,9,
,,Bob,9,reject
717525.0,282475.0,Bob,10,
,,Alice,10,reject
500000.0,500000.0,Alice,11,
,,Bob,11,accept
