message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this amazing product! It's a unique opportunity to get your hands on something truly valuable. I'm willing to sell it to you for $12000. What do you think?",12000.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thank you for the offer. I appreciate the value of the product, but I was hoping to negotiate a lower price. Would you be open to discussing a price closer to $10000?",10000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand your concerns about the price, but I'm not willing to go as low as $10000. However, I'm willing to meet you halfway. I'll offer you the product for $11500. It's a fair compromise, considering the value of the product. What do you think?",11500.0,Alice,3,
,,Bob,3,RejectOffer
"Hello Alice, thank you for your response. I appreciate your willingness to negotiate. Considering my budget, I would like to propose a price of $11000 for the product. I hope this meets somewhere in the middle for us both.",11000.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I understand that $11000 is a significant compromise, but I'm still not willing to go that low. I'll meet you at $11250. It's the highest I'm willing to go, considering the value of the product. What do you think?",11250.0,Alice,5,
,,Bob,5,BuyFromJhon
