message,product_price,player,round,decision
"Hello Bob, I am excited to offer you our premium product, which I believe would be invaluable to you. Considering its worth and the benefits it provides, I propose a price of $1,200,000 for this exceptional opportunity. I look forward to your response.",1200000.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, thanks for the offer. I appreciate the value you're placing on this product, but I'm looking to spend closer to $1,000,000. Let's see if we can find some common ground. ",1000000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your response, Bob. I understand your perspective and respect your budget. To bridge the gap, I would like to propose a price of $1,100,000 for the product. This offers a midpoint between our previous offers, providing value to both parties. I hope this proposal is more in line with what you're considering.",1100000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you coming down a bit, but I'm still a little too high for my budget. I'm willing to go to $1,050,000. This is a significant move for me, so I hope you'll consider it.",1050000.0,Bob,4,
,,Alice,4,RejectOffer
"I appreciate your willingness to negotiate, Bob. In light of your offer, I would like to propose a price of $1,075,000 for the product. This is a reasonable compromise that respects both our positions. I hope this suggestion is acceptable and moves us closer to reaching an agreement.",1075000.0,Alice,5,
,,Bob,5,AcceptOffer
