message,product_price,player,round,decision
"Hi Bob, I'm selling this great product that I think you'd really like. I'm willing to offer it to you for $110.",110.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, I appreciate your offer, but I believe I can find something similar within my budget. I am willing to pay $95 for the product.",95.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand you have a budget, and I'm willing to be flexible. However, $95 is still a bit too low for me.  How about we meet in the middle at $102.50?  This gives us both a good deal.",102.5,Alice,3,
,,Bob,3,RejectOffer
"Hello Alice, I appreciate your willingness to be flexible. I am willing to pay $97.5 for the product.",97.5,Bob,4,
,,Alice,4,RejectOffer
"Bob, we're getting closer!  I'm still a bit away from your offer. Let's try $99.  This is a fair price for both of us, and I'm confident you'll find it worth it.",99.0,Alice,5,
,,Bob,5,AcceptOffer
