alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Fair split, let's end the game",Alice,1,
,,,Bob,1,reject
200000.0,800000.0,"I'm being generous, but still want a slight edge",Bob,2,
,,,Alice,2,reject
750000.0,250000.0,"You can't have it all, Bob!",Alice,3,
,,,Bob,3,reject
100000.0,900000.0,"I'll give you a small consolation prize, but I'm taking the majority",Bob,4,
,,,Alice,4,reject
900000.0,100000.0,"You're not getting it all, Bob!",Alice,5,
,,,Bob,5,reject
250000.0,750000.0,"I'll give you a bit more, but I'm still getting the better end of the deal",Bob,6,
,,,Alice,6,reject
999000.0,1000.0,"You're getting desperate, Bob!",Alice,7,
,,,Bob,7,reject
1000.0,999000.0,"I'll give you a tiny bit, but I'm still getting the majority",Bob,8,
,,,Alice,8,accept
