message,product_price,player,round,decision
"Hi Bob, I'm looking to sell this product, and I think it would be perfect for you. I'm asking for $150 for it. What do you think?",150.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but I was thinking more along the lines of $100. Would you be willing to sell it to me for that price?",100.0,Bob,2,
,,Alice,2,RejectOffer
"I appreciate your interest, Bob.  While $100 is a bit too low for me, I'm willing to come down to $135. I believe this product will bring you a lot of value.",135.0,Alice,3,
,,Bob,3,RejectOffer
"I'm still interested in the product, but I was thinking more along the lines of $115. Would you be willing to sell it to me for that price?",115.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm trying to be flexible, but I can't go as low as $115. How about we meet in the middle at $125?  This is my final offer.",125.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your flexibility, Alice, but I was thinking more along the lines of $112.50. Would you be willing to sell it to me for that price?",112.5,Bob,6,
,,Alice,6,SellToJhon
