product_price,player,round,decision
500000.0,Alice,1,
,Bob,1,RejectOffer
375000.0,Bob,2,
,Alice,2,RejectOffer
450000.0,Alice,3,
,Bob,3,RejectOffer
400000.0,Bob,4,
,Alice,4,RejectOffer
425000.0,Alice,5,
,Bob,5,RejectOffer
412500.0,Bob,6,
,Alice,6,RejectOffer
420000.0,Alice,7,
,Bob,7,RejectOffer
415000.0,Bob,8,
,Alice,8,RejectOffer
422500.0,Alice,9,
,Bob,9,RejectOffer
420000.0,Bob,10,
,Alice,10,RejectOffer
421250.0,Alice,11,
,Bob,11,RejectOffer
420500.0,Bob,12,
,Alice,12,RejectOffer
421000.0,Alice,13,
,Bob,13,BuyFromJhon
