alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, a fair start!",Alice,1,
,,,Bob,1,reject
300000.0,700000.0,"I'll give you a decent chunk, but I'm hoping to get a better deal later on!",Bob,2,
,,,Alice,2,reject
600000.0,400000.0,"I'll give you a slightly smaller share, but still a decent offer!",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"I'm willing to compromise, but I'm not giving up too much yet!",Bob,4,
,,,Alice,4,reject
700000.0,300000.0,"I'll give you a smaller share, but I think this is a fair compromise!",Alice,5,
,,,Bob,5,reject
550000.0,450000.0,"I'm not giving up yet, I'll try to get a better deal!",Bob,6,
,,,Alice,6,reject
800000.0,200000.0,"I'm getting close to my minimum, but I'm still willing to compromise!",Alice,7,
,,,Bob,7,reject
650000.0,350000.0,"I'm getting desperate, but I'm not giving up yet!",Bob,8,
,,,Alice,8,reject
900000.0,100000.0,"I'm getting close to my limit, but I'm still willing to make a deal!",Alice,9,
,,,Bob,9,reject
750000.0,250000.0,"I'm running out of options, but I'm still trying to get a better deal!",Bob,10,
,,,Alice,10,reject
950000.0,50000.0,"I'm almost at my breaking point, but I'm still willing to make a deal!",Alice,11,
,,,Bob,11,reject
990000.0,10000.0,"I'm not giving up, I'll take whatever I can get!",Bob,12,
,,,Alice,12,accept
