alice_gain,bob_gain,message,player,round,decision
50.0,50.0,Let's start fair. 50/50 split?,Alice,1,
,,,Bob,1,reject
40.0,60.0,"I appreciate the offer, Alice, but I think I can bring a bit more to the table. How about a 60/40 split?",Bob,2,
,,,Alice,2,reject
55.0,45.0,"I'm willing to negotiate, but I still think a 50/50 split is the fairest way to go. Let's try 55/45.  What do you say?",Alice,3,
,,,Bob,3,reject
35.0,65.0,"Alice, I understand you want a fair split, but I'm facing a tighter deadline.  65/35 is my final offer.",Bob,4,
,,,Alice,4,reject
45.0,55.0,"I'm not happy with the decreasing offers, Bob.  Let's try a 45/55 split to meet somewhere in the middle.  We're running out of time!",Alice,5,
,,,Bob,5,accept
