message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product. I think you'll love it!",200.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I appreciate it, but $200 is a bit more than I'm willing to spend right now. Would you consider $175? ",175.0,Bob,2,,
,,Alice,2,RejectOffer,180.0
"Thanks for the offer, Bob! I appreciate your willingness to make a counteroffer. However, I was thinking more along the lines of $182. What do you think?",182.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice. How about $178? I'm really close to my budget limit, but I'm very interested in this product.",178.0,Bob,4,,
,,Alice,4,RejectOffer,180.0
"I appreciate your persistence, Bob! I'm willing to meet you halfway. How about we settle on $179?",179.0,Alice,5,,
,,Bob,5,BuyFromJhon,
