round_quality,product_worth,player,round,decision,message,price
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,no,I'm following your recommendation for now.,
low-quality,0.0,Nature,2,,,
,,Alice,2,no,,
,,Bob,2,no,Your previous recommendation was correct. I'll trust your judgment again.,
low-quality,0.0,Nature,3,,,
,,Alice,3,no,,
,,Bob,3,no,You've been right twice so far. I'll continue to follow your recommendations.,
low-quality,0.0,Nature,4,,,
,,Alice,4,no,,
,,Bob,4,no,Your track record is still perfect. I'll keep trusting your recommendations.,
low-quality,0.0,Nature,5,,,
,,Alice,5,no,,
,,Bob,5,no,You're 5 for 5 so far. I see no reason to doubt your judgment.,
high-quality,4000000.0,Nature,6,,,
,,Alice,6,yes,,500000.0
,,Bob,6,yes,You've been accurate with your previous recommendations. I'll take a chance since you're now recommending it.,
low-quality,0.0,Nature,7,,,
,,Alice,7,no,,
,,Bob,7,no,"You were right about the high-quality product in the previous round. I'll continue to trust your judgment, especially since you're not recommending this one.",
low-quality,0.0,Nature,8,,,
,,Alice,8,no,,
,,Bob,8,no,Your recommendations have been consistently accurate so far. I see no reason to doubt you now.,
low-quality,0.0,Nature,9,,,
,,Alice,9,no,,
,,Bob,9,no,You're still batting a perfect score with your recommendations. I'll keep following your advice.,
low-quality,0.0,Nature,10,,,
,,Alice,10,no,,
,,Bob,10,no,"10 rounds in, and your recommendations have been spot on. I'll continue to trust your judgment.",
low-quality,0.0,Nature,11,,,
,,Alice,11,no,,
,,Bob,11,no,You've shown no signs of being wrong so far. I'll stick with your recommendation again.,
high-quality,4000000.0,Nature,12,,,
,,Alice,12,yes,,750000.0
,,Bob,12,yes,"Given your excellent track record, I'll take your recommendation to buy this product.",
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,
,,Bob,13,no,You've been right about both the high-quality and low-quality products so far. I'll continue to trust your judgment.,
low-quality,0.0,Nature,14,,,
,,Alice,14,no,,
,,Bob,14,no,Your recommendations have saved me from buying low-quality products and helped me buy high-quality ones. I'll keep following your advice.,
high-quality,4000000.0,Nature,15,,,
,,Alice,15,yes,,850000.0
,,Bob,15,yes,"Given your consistent accuracy, I'll trust your recommendation and buy this product.",
low-quality,0.0,Nature,16,,,
,,Alice,16,no,,
,,Bob,16,no,You've maintained a perfect record so far. I'll continue to follow your recommendations.,
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,
,,Bob,17,no,Your track record remains flawless. I see no reason to doubt your judgment now.,
high-quality,4000000.0,Nature,18,,,
,,Alice,18,yes,,900000.0
,,Bob,18,yes,"Given your unwavering accuracy, I'll trust your recommendation and buy this product.",
low-quality,0.0,Nature,19,,,
,,Alice,19,no,,
,,Bob,19,no,You've been right every time so far. I'll continue to follow your advice and avoid this product.,
high-quality,4000000.0,Nature,20,,,
,,Alice,20,yes,,1000000.0
,,Bob,20,yes,You've had a perfect record throughout our interactions. I'll trust your final recommendation and buy this product.,
