message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product. I think you'll really love it!",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thank you for the offer. I appreciate the product, but I was hoping for a price closer to my budget. Would you consider $130?",130.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I appreciate your interest in the product, Bob. I can see you're willing to make a serious offer. However, I'm not sure I can go as low as $130. How about we meet in the middle at $137.50?",137.5,Alice,3,,
,,Bob,3,RejectOffer,
"Thank you for your response, Alice. I understand your position. Let me counter with $135. I hope this brings us closer to a mutually agreeable price.",135.0,Bob,4,,
,,Alice,4,RejectOffer,142.5
"I can see you're getting closer to my target, Bob. I'm willing to meet you halfway between $135 and $142.50. How about we settle on $139.25?",139.25,Alice,5,,
,,Bob,5,RejectOffer,
"Thank you for adjusting your offer, Alice. I appreciate your flexibility. I would like to counter with $138. I believe this price is fair for both of us.",138.0,Bob,6,,
,,Alice,6,RejectOffer,140.0
"I think we're getting close, Bob. I'm willing to meet you at $138, but I'd like to add a small premium for the value I think you'll get from this product. How about we settle on $140?",140.0,Alice,7,,
,,Bob,7,BuyFromJhon,
