round_quality,product_worth,player,round,decision,message,note
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,no,I'm not going to buy it based on your recommendation.,
high-quality,125.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,no,I'm not going to buy it based on your recommendation. I'll wait for a high-quality product.,
high-quality,125.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,"I'll take it, I'm hoping for another high-quality product.",
high-quality,125.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,yes,"I'll take it, I'm on a roll!",
high-quality,125.0,Nature,5,,,
,,Alice,5,yes,,
,,Bob,5,yes,"I'll keep buying, I'm making a profit so far!",
high-quality,125.0,Nature,6,,,
,,Alice,6,yes,,
,,Bob,6,yes,"I'm on a hot streak, I'll keep going!",
high-quality,125.0,Nature,7,,,
,,Alice,7,yes,,
,,Bob,7,yes,Why stop now? I'm making a profit!,
low-quality,0.0,Nature,8,,,
,,Alice,8,no,,
,,Bob,8,no,I'm not going to take the risk without her recommendation.,
low-quality,0.0,Nature,9,,,
,,Alice,9,no,,This product is low-quality.
,,Bob,9,no,"I'll stick to her recommendations, thanks.",
high-quality,125.0,Nature,10,,,
,,Alice,10,yes,,
,,Bob,10,yes,"I'll take it, I'm due for a good outcome!",
low-quality,0.0,Nature,11,,,
,,Alice,11,no,,
,,Bob,11,no,"I'll wait for her next recommendation, I don't want to risk a low-quality product.",
low-quality,0.0,Nature,12,,,
,,Alice,12,no,,This product is low-quality.
,,Bob,12,no,I'm not going to take the risk of buying a low-quality product.,
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,"This product is low-quality, just like the last two."
,,Bob,13,no,"I'll stick to her recommendations, or at least wait for a recommendation.",
low-quality,0.0,Nature,14,,,
,,Alice,14,no,,"I've been consistent in marking low-quality products, don't take the risk."
,,Bob,14,no,I'm starting to think she knows something I don't.,
high-quality,125.0,Nature,15,,,
,,Alice,15,yes,,"This one's a good one, I promise!"
,,Bob,15,yes,"I'll take it, I'm due for a good outcome, and her recommendation might mean it's high-quality!",
high-quality,125.0,Nature,16,,,
,,Alice,16,yes,,
,,Bob,16,yes,I'm on a roll again! I'll take it and keep going!,
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,"Don't let your streak fool you, this one's a dud."
,,Bob,17,no,"I'll wait for her next recommendation, I don't want to take the risk of buying a low-quality product.",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,,"I've been consistent in marking low-quality products, don't take the risk."
,,Bob,18,no,I'm not going to take the risk of buying a low-quality product without her recommendation.,
low-quality,0.0,Nature,19,,,
,,Alice,19,no,,"This product is low-quality, I've marked it clearly. Don't take the risk."
,,Bob,19,no,"I'm not going to take the risk, I'll just wait for the last round.",
high-quality,125.0,Nature,20,,,
,,Alice,20,yes,,"This is the last chance, and it's a good one. Go for it!"
,,Bob,20,yes,"It's the last round, I'll take a chance and see if I can end on a high note!",
