message,product_price,player,round,decision,new_price
I'm excited to offer you this amazing product for a great price! I think you'll really love it.,140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm interested in the product, but that price is a bit high for me. Would you consider a lower price?",100.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you're looking for a good deal, Bob. I can do a bit better than that. How about we meet in the middle at $132.50?",132.5,Alice,3,,
,,Bob,3,RejectOffer,
It's getting closer! I could do $115. How does that sound?,115.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm glad we're getting closer, Bob! I can do a bit better than that. How about we meet in the middle at $127.50?",127.5,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate you working with me, Alice.  How about we split the difference and settle at $120?",120.0,Bob,6,,
,,Alice,6,RejectOffer,129.0
"I'm not quite ready to settle at $120, Bob. I can do $128, but that's as low as I can go.",128.0,Alice,7,,
,,Bob,7,BuyFromJhon,
