message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this great product. I think you'll really love it. I'm willing to sell it to you for $200.",200.0,Alice,1,,
,,Bob,1,RejectOffer,
"Alice, I appreciate the offer, but $200 is too high for me. I'm willing to pay $100 for the product.  Let me know if that works for you.",100.0,Bob,2,,
,,Alice,2,RejectOffer,180.0
"I understand you're looking for a better deal, but $100 is a bit too low for me. I'm willing to meet you in the middle and sell it to you for $160.",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate, but $160 is still a bit too high for me. I'm willing to pay $120.  This is a fair price, considering I could buy it from John for $80.  Let me know what you think.",120.0,Bob,4,,
,,Alice,4,RejectOffer,145.0
"I see you're trying to get a good deal, but I'm not willing to go as low as $120. I'm willing to meet you halfway between $120 and $160, which is $140. Let's see if we can meet at this price.",140.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate you meeting me halfway, but $140 is still a bit more than I'm comfortable paying.  I'm willing to go up to $130.  This is a fair price, considering I could buy it from John for $80.  Let's see if we can close this deal.",130.0,Bob,6,,
,,Alice,6,RejectOffer,142.0
"I'm not willing to go as low as $130, but I'm willing to meet you halfway between $130 and $140, which is $135. Let's see if we can meet at this price.",135.0,Alice,7,,
,,Bob,7,BuyFromJhon,
