alice_gain,bob_gain,message,player,round,decision
5500.0,4500.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,Let's split it evenly this time.  We both get a fair share!,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Considering inflation, this is more than fair",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"I'll take a bit more this time, but we can still both get a good amount.  Let's end this!",Bob,4,
,,,Alice,4,reject
6200.0,3800.0,Last chance before it's worthless,Alice,5,
,,,Bob,5,accept
